FID;PSID;CSID;DSID;ordid;price;quantity
89785;1;97;6998;34307;700;5
89786;1;84;6984;34293;700;1
89787;1;95;7238;34292;700;1
89788;1;85;7231;34291;700;6
89789;1;77;7157;34203;700;2
89790;1;83;7265;34120;700;2
89791;1;90;7280;34114;700;4
89792;1;86;7101;34094;700;5
89793;1;89;7301;34042;700;4
89794;1;71;7133;34040;700;3
89795;1;70;7164;34036;700;3
89796;1;84;7035;34029;700;5
89797;1;83;7250;33980;700;6
89798;1;90;7133;33937;700;5
89799;1;84;7217;33918;700;6
89800;1;78;7169;33897;700;6
89801;1;94;7157;33791;700;4
89802;1;87;7176;33761;700;6
89803;1;87;7146;33732;700;2
89804;1;86;7198;33722;700;4
89805;1;78;7123;33720;700;6
89806;1;88;7175;33689;700;3
89807;1;70;7041;33685;700;6
89808;1;85;7137;33657;700;5
89809;1;80;7088;33655;700;5
89810;1;92;7218;33649;700;4
89811;1;75;6998;33646;700;3
89812;1;73;6991;33612;700;6
89813;1;84;7201;33603;700;1
89814;1;90;7013;33590;700;4
89815;1;71;7100;33586;700;2
89816;1;73;7125;33575;700;3
89817;1;90;7278;33529;700;3
89818;1;75;7221;33517;700;4
89819;1;85;7174;33500;700;6
89820;1;73;6995;33495;700;6
89821;1;82;7133;33441;700;5
89822;1;84;7243;33362;700;6
89823;1;84;7013;33356;700;4
89824;1;76;7180;33313;700;4
89825;1;72;7037;33304;700;5
89826;1;80;7087;33277;700;2
89827;1;74;7094;33269;700;6
89828;1;80;7221;33231;700;6
89829;1;83;7134;33191;700;1
89830;1;83;7279;33186;700;1
89831;1;86;7004;33150;700;5
89832;1;70;7097;33134;700;3
89833;1;80;7085;33122;700;4
89834;1;68;7203;33106;700;4
89835;1;95;7156;33086;700;3
89836;1;93;7172;33068;700;4
89837;1;71;7078;32998;700;5
89838;1;67;7179;32937;700;6
89839;1;71;6960;32930;700;1
89840;1;90;7110;32868;700;6
89841;1;76;7294;32855;700;2
89842;1;82;7277;32798;700;4
89843;1;97;7076;32794;700;3
89844;1;79;7082;32748;700;5
89845;1;85;7085;32630;700;3
89846;1;78;6996;32607;700;1
89847;1;80;7171;32596;700;1
89848;1;68;7196;32579;700;1
89849;1;84;7205;32561;700;3
89850;1;95;7115;32521;700;5
89851;1;94;6953;32506;700;1
89852;1;71;7100;32476;700;4
89853;1;82;7164;32471;700;3
89854;1;70;6975;32432;700;5
89855;1;89;7082;32397;700;1
89856;1;88;7089;32379;700;1
89857;1;93;7042;32353;700;2
89858;1;81;7237;32326;700;4
89859;1;90;7149;32300;700;4
89860;1;76;6995;32275;700;2
89861;1;85;7088;32274;700;5
89862;1;92;7049;32256;700;5
89863;1;95;7094;32224;700;4
89864;1;79;7185;32222;700;6
89865;1;70;7091;32203;700;4
89866;1;90;7295;32175;700;5
89867;1;85;7221;32147;700;2
89868;1;91;7266;32115;700;5
89869;1;80;7125;32095;700;3
89870;1;84;7227;32075;700;6
89871;1;73;7052;32071;700;5
89872;1;83;7003;32060;700;1
89873;1;92;7085;32037;700;2
89874;1;80;7186;32021;700;3
89875;1;94;7046;31985;700;3
89876;1;72;7170;31970;700;6
89877;1;71;7074;31946;700;5
89878;1;73;7160;31910;700;1
89879;1;88;7243;31889;700;4
89880;1;70;7178;31853;700;4
89881;1;67;7162;31843;700;6
89882;1;86;7018;31808;700;6
89883;1;83;7110;31767;700;5
89884;1;93;6961;31728;700;4
89885;2;77;7175;35965;650;1
89886;2;71;7048;35942;650;3
89887;2;85;7221;35894;650;3
89888;2;77;7010;35893;650;1
89889;2;85;7115;35811;650;5
89890;2;83;6955;35801;650;5
89891;2;77;6965;35761;650;5
89892;2;69;7277;35760;650;2
89893;2;80;6975;35747;650;5
89894;2;87;7236;35723;650;6
89895;2;70;7214;35675;650;6
89896;2;95;7240;35630;650;4
89897;2;78;7304;35587;650;6
89898;2;95;7031;35583;650;6
89899;2;86;6987;35439;650;1
89900;2;70;7225;35432;650;5
89901;2;70;6999;35370;650;4
89902;2;86;7233;35336;650;4
89903;2;84;7299;35330;650;2
89904;2;67;7100;35304;650;6
89905;2;82;7038;35283;650;4
89906;2;70;7149;35228;650;5
89907;2;93;7139;35214;650;5
89908;2;92;7225;35199;650;6
89909;2;92;7264;35195;650;3
89910;2;88;7113;35188;650;4
89911;2;81;7032;35144;650;4
89912;2;79;7271;35093;650;6
89913;2;72;7043;35078;650;1
89914;2;68;7008;34994;650;3
89915;2;97;7059;34951;650;1
89916;2;90;7122;34927;650;2
89917;2;93;7012;34908;650;3
89918;2;78;7098;34885;650;3
89919;2;78;7155;34878;650;4
89920;2;74;7079;34859;650;5
89921;2;75;7061;34858;650;5
89922;2;95;7140;34844;650;6
89923;2;86;7117;34826;650;4
89924;2;77;7039;34806;650;5
89925;2;69;7153;34793;650;2
89926;2;73;6967;34791;650;1
89927;2;87;7267;34787;650;6
89928;2;96;7214;34771;650;5
89929;2;91;7125;34717;650;2
89930;2;82;7156;34704;650;6
89931;2;96;7301;34691;650;3
89932;2;92;6952;34687;650;5
92245;41;78;6765;28131;400;5
92246;41;84;6855;28116;400;5
92247;41;78;6697;28085;400;4
92248;41;69;6598;28068;400;3
92249;41;80;6784;27972;400;5
92250;41;68;6825;27967;400;4
92251;41;89;6727;27961;400;1
92252;41;84;6714;27959;400;6
92253;41;89;6790;27955;400;5
92254;41;90;6917;27886;400;5
92255;41;69;6849;27883;400;6
92256;41;80;6585;27864;400;3
92257;41;87;6619;27862;400;1
92258;50;88;7131;34652;380;1
92259;9;79;6670;27809;50;1
92260;9;71;6649;27739;50;3
92261;9;71;6628;27726;50;2
92262;9;75;6744;27695;50;6
92263;9;84;6728;27645;50;1
92264;9;70;6836;27639;50;6
92265;10;96;6731;31724;7;3
92266;10;97;6856;31696;7;2
92267;10;91;6642;31625;7;6
92268;10;84;6675;31594;7;2
92269;10;95;6578;31589;7;5
92270;10;85;6791;31581;7;3
92271;10;85;6630;31580;7;2
92272;10;78;6923;31569;7;3
92273;10;89;6788;31554;7;6
92274;10;84;6599;31532;7;3
92275;10;88;6889;31483;7;3
92276;10;70;6794;31460;7;4
92277;10;93;6809;31438;7;3
92278;10;80;6902;31434;7;2
92279;10;67;6686;31426;7;1
92280;10;93;6892;31422;7;2
92281;10;81;6855;31396;7;6
92282;10;97;6667;31393;7;1
92283;10;81;6779;31377;7;5
92284;10;86;6620;31356;7;1
92285;10;68;6887;31342;7;1
92286;10;84;6832;31340;7;1
92287;10;68;6829;31313;7;2
92288;10;67;6695;31285;7;1
92289;10;91;6682;31278;7;3
92290;10;67;6773;31233;7;4
92291;10;84;6654;31216;7;1
92292;10;73;6611;31206;7;5
92293;10;92;6885;31167;7;1
92294;10;68;6628;31166;7;3
92295;10;83;6743;31165;7;2
92296;10;84;6765;31114;7;3
92297;10;94;6902;31107;7;1
92298;10;82;6806;31090;7;4
92299;10;69;6619;31064;7;6
92300;10;81;6700;30905;7;6
92301;10;78;6672;30810;7;6
92302;10;93;6582;30802;7;1
92303;10;75;6718;30790;7;6
92304;10;87;6935;30755;7;2
92305;10;88;6678;30754;7;5
92306;10;80;6611;30740;7;6
92307;10;95;6613;30737;7;6
92308;10;77;6862;30718;7;5
92309;10;80;6886;30697;7;4
92310;10;83;6802;30676;7;5
92311;10;77;6924;30664;7;3
92312;10;82;6869;30662;7;5
92313;10;84;6599;30654;7;4
92314;10;72;6916;30649;7;5
92315;10;67;6933;30647;7;1
92316;10;86;6923;30640;7;3
92317;10;80;6701;30639;7;4
92318;10;93;6578;30637;7;2
92319;10;74;6831;30617;7;6
92320;10;95;6706;30601;7;2
92321;10;75;6899;30586;7;2
92322;10;83;6669;30585;7;3
92323;10;67;6808;30573;7;5
92324;10;73;6893;30567;7;6
92325;10;89;6793;30558;7;2
92326;10;72;6637;30543;7;4
92327;10;70;6661;30530;7;3
92328;10;69;6874;30514;7;2
92329;10;74;6814;30440;7;5
92330;10;79;6885;30438;7;4
92331;10;70;6790;30436;7;6
92332;10;97;6706;30424;7;2
92333;10;92;6629;30417;7;4
92334;10;90;6802;30392;7;6
92335;10;74;6827;30347;7;3
92336;10;86;6602;30329;7;2
92337;10;81;6769;30320;7;1
92338;10;79;6632;30293;7;6
92339;10;91;6582;30292;7;6
92340;10;77;6629;30289;7;4
92341;10;90;6639;30245;7;2
92342;10;82;6856;30227;7;4
92343;10;82;6697;30218;7;3
92344;10;72;6866;30184;7;4
92345;10;71;6666;30175;7;3
92346;10;74;6902;30146;7;1
92347;10;88;6810;30144;7;2
92348;10;85;6836;30052;7;6
92349;10;69;6829;30024;7;2
92350;10;76;6786;30008;7;4
92351;10;70;6707;30005;7;5
92352;10;80;6880;29998;7;3
92353;10;71;6598;29990;7;1
92354;10;74;6626;29978;7;3
92355;10;69;6856;29976;7;3
92356;10;79;6743;29957;7;5
92357;10;95;6618;29927;7;5
92358;10;95;6895;29905;7;3
92359;10;85;6633;29866;7;3
92360;10;79;6924;29843;7;3
92361;10;73;6894;29842;7;2
92362;10;73;6744;29788;7;1
92363;10;96;6930;29754;7;3
92364;10;78;6673;29745;7;6
92365;10;82;6762;29719;7;3
92366;10;70;6625;29700;7;4
92367;10;69;6784;29696;7;6
92368;10;70;6887;29681;7;5
92369;10;78;6800;29674;7;5
92370;10;80;6927;29652;7;6
92371;10;78;6887;29629;7;4
92372;10;85;6764;29583;7;5
92373;10;92;6888;29581;7;4
92374;10;78;6630;29580;7;2
92375;10;81;6921;29541;7;6
92376;10;93;6692;29538;7;6
92377;10;67;6688;29514;7;3
92378;10;71;6716;29476;7;6
92379;10;70;6895;29469;7;3
92380;10;90;6676;29425;7;1
92381;10;68;6938;29413;7;2
92382;10;68;6904;29411;7;1
92383;10;78;6587;29402;7;5
92384;10;90;6892;29395;7;2
92385;10;79;6701;29348;7;5
92386;10;96;6758;29334;7;4
92387;10;89;6651;29331;7;5
92388;10;76;6803;29308;7;2
92389;10;85;6729;29293;7;5
92390;10;84;6922;29278;7;5
92391;10;91;6835;29249;7;2
92392;10;90;6773;29178;7;4
92393;10;80;6766;29165;7;4
92394;10;68;6929;29131;7;5
92395;10;68;6677;29130;7;4
92396;10;89;6848;29121;7;3
92397;10;77;6771;29082;7;1
92398;10;86;6703;29041;7;6
92399;10;92;6858;29024;7;1
92400;10;82;6886;28995;7;1
92401;10;92;6755;28993;7;1
92402;10;70;6731;28982;7;6
92403;10;81;6922;28960;7;4
92404;10;90;6820;28932;7;2
92405;10;85;6578;28905;7;5
92406;10;86;6586;28892;7;3
92407;10;69;6825;28883;7;2
92408;10;82;6608;28842;7;5
92409;10;92;6882;28825;7;5
92410;10;91;6786;28798;7;5
92411;10;72;6624;28797;7;4
92412;1;81;6324;25043;700;5
92413;1;97;6522;24925;700;2
92414;1;92;6450;24910;700;5
92415;1;76;6509;24899;700;2
92416;1;78;6391;24883;700;1
92417;1;96;6383;24826;700;5
92418;1;81;6274;24823;700;3
92419;1;81;6356;24811;700;1
92420;1;96;6450;24768;700;6
92421;1;91;6301;24752;700;3
92422;1;74;6426;24738;700;4
92423;1;67;6223;24724;700;1
92424;1;89;6289;24706;700;4
92425;1;79;6446;24703;700;4
92426;1;88;6320;24648;700;5
92427;1;89;6480;24647;700;6
92428;1;69;6277;24532;700;6
92429;1;79;6378;24530;700;5
92430;1;71;6400;24526;700;4
92431;1;70;6439;24523;700;2
92432;1;78;6556;24503;700;4
92433;1;77;6319;24456;700;1
92434;1;92;6295;24443;700;1
92435;1;97;6448;24441;700;1
92436;1;73;6275;24400;700;3
92437;1;70;6279;24396;700;3
92438;1;77;6321;24390;700;1
92439;1;96;6317;24304;700;3
92440;1;89;6449;24301;700;2
92441;1;95;6481;24288;700;2
92442;1;90;6435;24282;700;2
92443;1;87;6474;24271;700;2
92444;1;94;6321;24258;700;6
92445;1;89;6266;24253;700;5
92446;1;69;6451;24250;700;5
92447;1;73;6247;24221;700;6
92448;1;70;6459;24212;700;1
92449;1;75;6420;24205;700;2
92450;1;95;6276;24202;700;4
92451;1;74;6314;24177;700;3
92452;1;93;6261;24169;700;4
92453;1;68;6243;24028;700;2
92454;1;74;6356;24014;700;4
92455;1;91;6231;24011;700;1
92456;1;94;6355;23988;700;1
92457;1;80;6408;23970;700;3
92458;1;78;6492;23951;700;4
92459;1;81;6271;23939;700;2
92460;1;75;6307;23938;700;6
92461;1;87;6499;23917;700;4
92462;1;74;6410;23915;700;1
92463;1;95;6339;23864;700;5
92464;1;75;6500;23841;700;2
92465;1;69;6238;23838;700;3
92466;1;67;6506;23812;700;4
92467;1;97;6556;23798;700;2
92468;1;97;6298;23789;700;3
92469;1;71;6458;23723;700;1
92470;1;70;6369;23693;700;2
92471;1;72;6465;23690;700;5
92472;1;88;6450;23686;700;6
92473;2;92;6284;27624;650;1
92474;2;93;6291;27578;650;6
92475;2;82;6401;27574;650;6
92476;2;97;6298;27560;650;3
92477;2;71;6267;27525;650;3
92478;2;94;6529;27523;650;5
94780;29;78;7112;32755;750;3
94781;29;85;7051;32753;750;3
94782;29;76;7080;32719;750;5
94783;29;74;7180;32678;750;3
94784;29;97;7185;32666;750;3
94785;29;76;7020;32613;750;2
94786;29;75;7041;32609;750;6
94787;29;96;6961;32567;750;4
94788;29;87;7244;32519;750;6
94789;29;67;7103;32501;750;5
94790;29;83;7071;32496;750;4
94791;29;74;7138;32480;750;1
94792;29;71;7100;32476;750;5
94793;29;69;7013;32442;750;4
94794;29;93;7097;32430;750;2
94795;29;77;6975;32428;750;4
94796;29;82;7102;32339;750;4
94797;29;68;7175;32334;750;3
94798;29;90;7218;32267;750;6
94799;29;81;7227;32233;750;5
94800;29;74;7003;32202;750;4
94801;29;95;7293;32192;750;4
94802;29;80;7164;32188;750;6
94803;29;75;7037;32166;750;5
94804;29;85;7123;32162;750;5
94805;29;70;7090;32109;750;4
94806;29;71;7284;32100;750;5
94807;29;83;7003;32060;750;3
94808;29;77;7022;32059;750;6
94809;29;72;7019;32019;750;6
94810;29;85;7134;31991;750;4
94811;29;71;7301;31988;750;2
94812;29;85;7133;31986;750;6
94813;29;74;6968;31963;750;6
94814;29;74;7072;31939;750;3
94815;29;79;7008;31936;750;3
94816;29;96;7203;31922;750;5
94817;29;85;7278;31901;750;2
94818;29;91;7284;31888;750;6
94819;29;71;7097;31884;750;1
94820;29;70;7207;31857;750;1
94821;29;70;7178;31853;750;1
94822;29;89;7297;31819;750;5
94823;29;96;7138;31816;750;1
94824;29;75;7004;31806;750;1
94825;29;77;7132;31789;750;1
94826;29;74;7057;31764;750;2
94827;29;73;7028;31744;750;4
94828;29;70;7201;31732;750;5
94829;30;96;6974;35905;700;2
94830;30;75;7210;35903;700;4
94831;30;76;7028;35877;700;6
94832;30;83;7228;35874;700;2
94833;30;91;7112;35851;700;4
94834;30;71;7018;35849;700;2
94835;30;89;7091;35838;700;2
94836;30;95;7299;35831;700;2
94837;30;96;7257;35825;700;6
94838;30;76;6991;35807;700;4
94839;30;67;7101;35791;700;2
94840;30;91;7087;35781;700;6
94841;30;69;7277;35760;700;4
94842;30;89;7108;35744;700;3
94843;30;74;7260;35725;700;4
94844;30;89;7243;35691;700;2
94845;30;78;7078;35680;700;1
94846;30;71;7084;35649;700;2
94847;30;92;7179;35619;700;2
94848;30;84;7045;35618;700;6
94849;30;93;7259;35570;700;2
94850;30;72;7296;35525;700;4
94851;30;79;7264;35518;700;2
94852;30;81;7303;35507;700;6
94853;30;86;7070;35506;700;4
94854;30;91;7299;35504;700;5
94855;30;89;7083;35469;700;4
94856;30;79;7045;35437;700;3
94857;30;67;7036;35373;700;4
94858;30;84;7234;35367;700;5
94859;30;86;7113;35354;700;4
94860;30;91;7061;35342;700;5
94861;30;78;7197;35313;700;1
94862;30;92;7234;35312;700;2
94863;30;76;7140;35300;700;2
94864;30;73;7193;35257;700;5
94865;30;70;7259;35227;700;4
94866;30;73;7115;35201;700;6
94867;30;79;7139;35158;700;4
94868;30;96;7223;35152;700;5
94869;30;81;6987;35127;700;6
94870;30;71;7097;35122;700;6
94871;30;90;7141;35105;700;3
94872;30;95;7184;35098;700;1
94873;30;76;7173;35086;700;4
94874;30;83;7088;35039;700;5
94875;30;76;6963;34944;700;3
94876;30;94;7256;34929;700;3
94877;52;69;7249;33415;220;4
94878;52;92;7280;33412;220;2
94879;52;79;6961;33406;220;6
94880;52;70;7292;33383;220;2
94881;52;70;7105;33379;220;2
94882;52;97;6971;33353;220;3
94883;52;68;6963;33350;220;3
94884;52;86;7276;33336;220;2
94885;52;94;7236;33295;220;3
94886;52;76;7271;33292;220;2
94887;52;84;7165;33290;220;2
94888;52;75;7092;33283;220;6
94889;52;91;7275;33255;220;4
94890;52;84;7229;33239;220;5
94891;52;73;7276;33205;220;3
94892;52;95;7199;33194;220;2
94893;52;90;7007;33182;220;4
94894;52;83;6993;33165;220;1
94895;52;87;7206;33146;220;2
94896;52;73;7302;33104;220;2
94897;52;96;7004;33062;220;6
94898;52;78;7206;33058;220;4
94899;52;71;7203;33035;220;5
94900;52;88;7054;33014;220;3
94901;52;96;7146;33007;220;1
94902;52;95;7294;33003;220;1
94903;52;87;6955;32997;220;3
94904;52;77;7056;32996;220;4
94905;52;75;7050;32989;220;5
94906;52;87;7285;32965;220;6
94907;52;67;7179;32937;220;5
94908;52;92;7061;32900;220;5
94909;52;87;7181;32872;220;2
94910;52;83;7070;32842;220;6
94911;52;74;6962;32826;220;1
94912;52;73;7026;32817;220;4
94913;52;92;7116;32738;220;4
94914;52;67;7077;32695;220;5
94915;52;77;7169;32694;220;5
94916;52;96;7266;32669;220;6
94917;52;93;7248;32655;220;1
94918;52;83;7093;32638;220;4
94919;52;92;6976;32582;220;6
94920;52;96;7125;32581;220;1
94921;52;90;6981;32554;220;4
94922;52;68;7082;32551;220;3
94923;52;70;7104;32541;220;6
94924;52;67;7257;32513;220;2
94925;52;68;7050;32497;220;5
94926;52;83;6968;32494;220;3
94927;52;71;7243;32469;220;5
94928;52;89;7071;32463;220;2
94929;52;70;7279;32458;220;5
94930;52;89;7009;32456;220;1
94931;52;89;7069;32446;220;5
94932;52;74;7046;32361;220;2
94933;52;92;7162;32351;220;2
94934;52;82;6985;32290;220;3
94935;52;69;7292;32279;220;4
94936;52;73;7126;32277;220;4
94937;52;75;7207;32266;220;4
94938;52;94;7098;32258;220;5
94939;52;85;7173;32248;220;4
94940;52;67;7077;32221;220;4
94941;52;68;7295;32215;220;4
94942;52;84;7198;32211;220;3
94943;52;75;7200;32183;220;3
94944;52;70;7092;32150;220;3
94945;52;72;7036;32134;220;6
94946;52;91;7278;32124;220;6
94947;52;85;7041;32070;220;3
94948;52;79;6978;32067;220;5
94949;52;78;6958;32065;220;5
94950;52;85;6945;32027;220;2
94951;52;78;7198;32005;220;3
94952;52;93;7184;31998;220;6
94953;52;75;7204;31967;220;3
94954;52;79;7108;31960;220;3
94955;52;90;7100;31934;220;1
94956;52;96;7243;31931;220;6
94957;52;89;7119;31924;220;6
94958;52;75;7079;31921;220;2
94959;52;67;7180;31894;220;3
94960;52;72;7207;31833;220;2
94961;52;87;7238;31782;220;3
94962;52;74;7060;31778;220;2
94963;53;72;6961;35982;390;4
94964;53;95;7192;35959;390;2
94965;53;79;7022;35950;390;1
94966;53;72;7008;35928;390;3
94967;53;88;7085;35891;390;2
94968;53;93;7301;35867;390;5
94969;53;89;7078;35862;390;6
94970;53;79;7163;35813;390;4
94971;53;83;6955;35801;390;3
94972;53;71;7286;35793;390;1
94973;53;70;7269;35765;390;1
94974;53;95;7137;35764;390;6
94975;53;85;7066;35668;390;5
94976;53;78;7183;35665;390;3
94977;53;68;7258;35662;390;3
94978;53;68;7271;35590;390;4
94979;53;72;7287;35588;390;6
94980;53;89;7238;35532;390;1
94981;53;86;7119;35526;390;5
94982;53;92;6954;35517;390;6
94983;53;88;7143;35474;390;2
94984;53;80;7007;35435;390;3
94985;53;93;6981;35420;390;5
94986;53;71;7153;35409;390;6
94987;53;83;7100;35381;390;1
94988;53;97;7104;35364;390;2
94989;53;74;6983;35362;390;3
94990;53;86;7233;35336;390;5
94991;53;91;7258;35310;390;2
94992;53;82;7038;35283;390;3
94993;53;72;7053;35239;390;1
94994;53;85;7147;35235;390;6
94995;53;86;7142;35233;390;4
94996;53;72;7161;35222;390;2
94997;10;82;7294;32592;7;3
94998;42;71;7020;32502;400;4
94999;42;67;7103;32501;400;4
95000;42;97;7000;32499;400;5
95001;42;72;7174;32487;400;2
95002;42;70;7279;32458;400;2
95003;42;87;7207;32431;400;5
95004;42;92;7059;32421;400;1
95005;42;95;7151;32414;400;4
95006;42;75;6946;32391;400;4
95007;42;74;7256;32316;400;1
95008;42;84;7057;32309;400;5
87180;60;70;6862;28638;50;3
87181;60;67;6812;28605;50;3
87182;60;70;6717;28579;50;4
87183;60;76;6635;28558;50;4
87184;60;67;6613;28546;50;1
87185;60;79;6597;28517;50;2
87186;60;82;6719;28486;50;2
87187;60;92;6799;28464;50;5
87188;60;90;6876;28442;50;1
87189;60;93;6739;28441;50;4
87190;60;91;6873;28398;50;6
87191;60;84;6733;28395;50;6
87192;60;94;6822;28296;50;3
87193;60;90;6577;28283;50;4
87194;60;88;6730;28269;50;2
87195;60;87;6865;28258;50;3
87196;60;90;6593;28256;50;6
87197;60;90;6596;28197;50;1
87198;60;79;6831;28171;50;6
87199;60;79;6771;28164;50;3
87200;60;88;6731;28152;50;5
87201;60;93;6690;28142;50;3
87202;60;88;6813;28097;50;5
87203;60;78;6902;28047;50;1
87204;60;94;6692;28001;50;4
87205;60;69;6748;27947;50;1
87206;60;95;6939;27853;50;4
87207;60;69;6852;27844;50;4
87208;60;97;6726;27816;50;6
87209;14;91;6977;32515;20;2
87210;14;67;7103;32501;20;3
87211;14;83;6968;32494;20;1
87212;14;76;7146;32483;20;6
87213;14;84;7124;32394;20;1
87214;14;89;7212;32386;20;3
87215;14;75;7062;32307;20;4
87216;14;81;7279;32296;20;6
87217;14;89;7303;32251;20;6
87218;14;71;6988;32250;20;5
87219;14;81;7271;32247;20;4
87220;14;72;7233;32245;20;5
87221;14;97;7004;32241;20;4
87222;14;72;7073;32204;20;5
87223;14;79;7246;32187;20;5
87224;14;72;7063;32172;20;3
87225;14;93;7289;32163;20;6
87226;14;85;7221;32147;20;1
87227;14;85;7098;32140;20;2
87228;14;91;7040;32132;20;5
87229;14;85;7244;32122;20;6
87230;14;97;7021;32116;20;1
87231;14;96;7075;32099;20;5
87232;14;73;7284;32072;20;2
87233;14;80;7171;32017;20;3
87234;14;87;7018;32013;20;3
87235;14;93;7098;32000;20;3
87236;14;85;7092;31999;20;5
87237;14;77;7137;31973;20;2
87238;14;78;7296;31965;20;6
87239;14;86;7222;31959;20;1
87240;14;90;7178;31938;20;2
87241;14;89;7138;31898;20;3
87242;14;71;7299;31861;20;5
87243;14;71;7051;31846;20;5
87244;14;93;6977;31841;20;6
87245;15;96;7272;35978;94;3
87246;15;93;7263;35947;94;2
87247;15;68;7199;35946;94;5
87248;15;96;6983;35911;94;2
87249;15;77;7010;35893;94;6
87250;15;86;6944;35866;94;2
87251;15;79;7147;35854;94;4
87252;15;71;7087;35841;94;6
87253;15;95;7117;35810;94;4
87254;15;89;6967;35808;94;2
87255;15;85;7239;35797;94;5
87256;15;95;7137;35764;94;4
87257;15;80;7146;35763;94;2
87258;15;77;7263;35745;94;6
87259;15;86;7016;35729;94;2
87260;15;87;7236;35723;94;6
87261;15;69;7301;35711;94;1
87262;15;78;6946;35672;94;1
87263;15;82;7173;35667;94;1
87264;15;69;7022;35650;94;6
87265;15;97;7067;35616;94;6
87266;15;72;7080;35562;94;4
87267;15;89;7024;35550;94;6
87268;15;94;7175;35527;94;1
87269;15;92;6954;35517;94;2
87270;15;93;7172;35516;94;1
87271;15;78;7013;35508;94;5
87272;15;87;6975;35479;94;5
87273;15;78;7213;35440;94;5
87274;15;86;6987;35439;94;1
87275;15;83;6973;35397;94;3
87276;15;88;7114;35387;94;6
87277;15;87;7248;35384;94;6
87278;15;83;7100;35381;94;3
87279;15;86;7113;35354;94;3
87280;15;83;7225;35296;94;6
87281;15;93;7302;35281;94;4
87282;15;93;7139;35214;94;3
87283;15;85;7181;35200;94;6
87284;15;67;7298;35197;94;2
87285;15;82;7053;35149;94;3
87286;15;69;7061;35121;94;6
87287;15;93;6970;35111;94;2
87288;15;85;7148;35097;94;4
87289;15;81;7249;35092;94;6
87290;15;71;7214;35083;94;1
87291;15;84;7118;35073;94;5
87292;15;95;7113;35062;94;4
87293;15;73;7180;35059;94;4
87294;15;91;7141;35057;94;2
87295;15;70;7216;35053;94;6
87296;15;68;7008;34994;94;1
87297;15;77;7033;34979;94;3
87298;15;74;7141;34969;94;2
87299;15;95;7087;34930;94;1
87300;15;86;7234;34919;94;2
87301;15;70;7097;34890;94;2
87302;15;75;6998;34756;94;2
87303;15;71;7009;34742;94;6
87304;15;81;7185;34723;94;1
87305;15;70;7176;34693;94;1
87306;15;93;7291;34683;94;4
87307;15;96;7009;34631;94;5
87308;15;82;7191;34563;94;1
87309;15;67;7175;34550;94;6
87310;15;74;7022;34528;94;1
87311;15;92;6954;34522;94;2
87312;15;67;7160;34514;94;5
87313;15;77;7061;34509;94;2
87314;15;76;7205;34499;94;6
87315;15;73;6986;34465;94;2
87316;15;86;7117;34451;94;2
87317;15;95;7184;34444;94;1
87318;15;92;6945;34397;94;2
87319;15;90;7108;34363;94;2
87320;15;78;7019;34343;94;5
87321;15;67;7147;34306;94;6
87322;15;88;7029;34297;94;3
87323;15;83;7285;34252;94;4
87324;15;72;7123;34244;94;6
87325;15;94;7050;34205;94;4
87326;15;79;6952;34195;94;5
87327;15;95;7143;34187;94;3
87328;15;81;7128;34126;94;2
87329;15;84;7015;34100;94;2
87330;15;76;7091;34077;94;1
87331;66;81;6588;30119;20;1
87332;32;93;6681;30678;700;6
87333;50;80;7121;34591;380;2
87334;50;91;7091;34557;380;4
87335;50;78;7174;34517;380;5
87336;50;83;6985;34463;380;1
87337;50;72;7035;34461;380;2
87338;50;79;7207;34423;380;3
87339;50;97;7211;34398;380;1
87340;50;73;7249;34396;380;3
87341;50;74;7001;34348;380;2
87342;50;75;7202;34308;380;1
87343;50;90;6981;34303;380;5
87344;50;68;6963;34287;380;4
87345;50;92;7251;34245;380;4
87346;50;86;7302;34236;380;6
87347;50;87;7040;34232;380;5
87348;50;84;7169;34224;380;6
87349;50;83;7282;34219;380;3
87350;50;81;7096;34218;380;3
87351;50;82;7076;34217;380;5
87352;50;93;7115;34214;380;2
87353;50;84;7249;34193;380;4
87354;50;87;7016;34139;380;2
87355;50;76;7285;34130;380;6
87356;50;79;7181;34111;380;6
87357;50;91;7196;34104;380;2
87358;50;90;7175;34086;380;4
87359;50;74;6982;34035;380;1
87360;50;88;7267;34032;380;6
87361;50;88;7037;34022;380;5
87362;50;68;7175;33999;380;6
87363;50;94;7290;33975;380;2
87364;50;69;7110;33954;380;1
87365;50;68;7138;33898;380;6
87366;50;83;7224;33895;380;6
87367;50;85;6946;33880;380;6
87368;50;85;7265;33862;380;4
87369;50;71;7042;33836;380;5
87370;50;74;7301;33780;380;2
87371;50;83;6964;33777;380;1
87372;50;67;7008;33776;380;4
87373;50;97;6998;33762;380;3
87374;50;74;7211;33673;380;3
87375;50;79;6950;33647;380;4
87376;50;93;7009;33644;380;6
87377;50;90;7013;33590;380;6
87378;50;94;7065;33497;380;2
87379;50;77;7078;33464;380;6
87380;50;90;7072;33435;380;5
87381;50;79;6997;33407;380;2
87382;50;74;6970;33404;380;4
87383;50;74;7188;33373;380;2
87384;50;79;7011;33365;380;1
87385;50;78;7048;33348;380;6
87386;50;93;7015;33333;380;1
87387;50;84;7165;33290;380;4
87388;50;89;6972;33271;380;5
87389;50;91;7101;33168;380;4
87390;50;85;7235;33166;380;2
